Site,Label,concepticonReference,Concepticon_Gloss
1557,the_fruit,1507,FRUIT
1558,the_fruit,1507,FRUIT
1559,the_goat_ascertainment,,
1560,the_goat,1502,GOAT
1561,the_goat,1502,GOAT
1562,the_goat,1502,GOAT
1563,the_goat,1502,GOAT
1564,the_goat,1502,GOAT
1565,the_goat,1502,GOAT
1566,the_goat,1502,GOAT
1567,the_goat,1502,GOAT
1568,the_goat,1502,GOAT
1569,the_goat,1502,GOAT
1570,the_goat,1502,GOAT
1571,the_goat,1502,GOAT
1572,the_goat,1502,GOAT
1573,the_goat,1502,GOAT
1574,the_goat,1502,GOAT
1575,the_goat,1502,GOAT
1576,the_goat,1502,GOAT
1577,the_goat,1502,GOAT
1578,the_goat,1502,GOAT
1579,the_goat,1502,GOAT
1580,the_goat,1502,GOAT
1581,the_goat,1502,GOAT
1582,the_grass_ascertainment,,
1583,the_grass,606,GRASS
1584,the_grass,606,GRASS
1585,the_grass,606,GRASS
1586,the_grass,606,GRASS
1587,the_grass,606,GRASS
1588,the_grass,606,GRASS
1589,the_grass,606,GRASS
1590,the_grass,606,GRASS
1591,the_grass,606,GRASS
1592,the_grass,606,GRASS
1593,the_grass,606,GRASS
1594,the_grass,606,GRASS
1595,the_grass,606,GRASS
1596,the_grass,606,GRASS
1597,the_grass,606,GRASS
1598,the_grass,606,GRASS
1599,the_grass,606,GRASS
1600,the_grass,606,GRASS
1601,the_grass,606,GRASS
1602,the_grass,606,GRASS
1603,the_grass,606,GRASS
1604,the_grass,606,GRASS
1605,the_grass,606,GRASS
1606,the_grass,606,GRASS
1607,the_grass,606,GRASS
1608,the_hail_ascertainment,,
1609,the_hail,609,HAIL
1610,the_hail,609,HAIL
1611,the_hail,609,HAIL
1612,the_hail,609,HAIL
1613,the_hail,609,HAIL
1614,the_hail,609,HAIL
1615,the_hail,609,HAIL
1616,the_hail,609,HAIL
1617,the_hail,609,HAIL
1618,the_hail,609,HAIL
1619,the_hail,609,HAIL
1620,the_hail,609,HAIL
1621,the_hail,609,HAIL
1622,the_hail,609,HAIL
1623,the_hail,609,HAIL
1624,the_hail,609,HAIL
1625,the_hail,609,HAIL
1626,the_hail,609,HAIL
1627,the_hail,609,HAIL
1628,the_hail,609,HAIL
1629,the_hail,609,HAIL
1630,the_hail,609,HAIL
1631,the_hail,609,HAIL
1632,the_hail,609,HAIL
1633,the_hail,609,HAIL
1634,the_hair_of_the_head_ascertainment,,
1635,the_hair_of_the_head,1040,HAIR
1636,the_hair_of_the_head,1040,HAIR
1637,the_hair_of_the_head,1040,HAIR
1638,the_hair_of_the_head,1040,HAIR
1639,the_hair_of_the_head,1040,HAIR
1640,the_hair_of_the_head,1040,HAIR
1641,the_hair_of_the_head,1040,HAIR
1642,the_hair_of_the_head,1040,HAIR
1643,the_hair_of_the_head,1040,HAIR
1644,the_hair_of_the_head,1040,HAIR
1645,the_hair_of_the_head,1040,HAIR
1646,the_hair_of_the_head,1040,HAIR
1647,the_hair_of_the_head,1040,HAIR
1648,the_hair_of_the_head,1040,HAIR
1649,the_hair_of_the_head,1040,HAIR
1650,the_hair_of_the_head,1040,HAIR
1651,the_hair_of_the_head,1040,HAIR
1652,the_hand_ascertainment,,
1653,the_hand,1277,HAND
1654,the_hand,1277,HAND
1655,the_hand,1277,HAND
1656,the_hand,1277,HAND
1657,the_hand,1277,HAND
1658,the_hand,1277,HAND
1659,the_hand,1277,HAND
1660,the_hand,1277,HAND
1661,the_hand,1277,HAND
1662,the_hand,1277,HAND
1663,the_head_ascertainment,,
1664,the_head,1256,HEAD
1665,the_head,1256,HEAD
1666,the_head,1256,HEAD
1667,the_head,1256,HEAD
1668,the_head,1256,HEAD
1669,the_head,1256,HEAD
1670,the_head,1256,HEAD
1671,the_head,1256,HEAD
1672,the_head,1256,HEAD
1673,the_head,1256,HEAD
1674,the_head,1256,HEAD
1675,the_head,1256,HEAD
1676,the_head,1256,HEAD
1677,the_head,1256,HEAD
1678,the_head,1256,HEAD
1679,the_head,1256,HEAD
1680,the_head,1256,HEAD
1681,the_head,1256,HEAD
1682,the_head,1256,HEAD
1683,the_head,1256,HEAD
1684,the_heart_ascertainment,,
1685,the_heart,1223,HEART
1686,the_heart,1223,HEART
1687,the_heart,1223,HEART
1688,the_heart,1223,HEART
1689,the_heart,1223,HEART
1690,the_heart,1223,HEART
1691,the_heart,1223,HEART
1692,the_heart,1223,HEART
1693,the_heart,1223,HEART
1694,the_heart,1223,HEART
1695,the_heart,1223,HEART
1696,the_heart,1223,HEART
1697,the_heart,1223,HEART
1698,the_heart,1223,HEART
1699,the_heart,1223,HEART
1700,the_heart,1223,HEART
1701,the_heart,1223,HEART
1702,the_horn_keratinized_skin_ascertainment,,
1703,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1704,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1705,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1706,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1707,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1708,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1709,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1710,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1711,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1712,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1713,the_horn_keratinized_skin,1393,HORN (ANATOMY)
1714,the_house_ascertainment,,
1715,the_house,1252,HOUSE
1716,the_house,1252,HOUSE
1717,the_house,1252,HOUSE
1718,the_house,1252,HOUSE
1719,the_house,1252,HOUSE
1720,the_house,1252,HOUSE
1721,the_house,1252,HOUSE
1722,the_house,1252,HOUSE
1723,the_house,1252,HOUSE
1724,the_house,1252,HOUSE
1725,the_house,1252,HOUSE
1726,the_house,1252,HOUSE
1727,the_knee_ascertainment,,
1728,the_knee,1371,KNEE
1729,the_knee,1371,KNEE
1730,the_knee,1371,KNEE
1731,the_knee,1371,KNEE
1732,the_knee,1371,KNEE
1733,the_knee,1371,KNEE
1734,the_knee,1371,KNEE
1735,the_knee,1371,KNEE
1736,the_knee,1371,KNEE
1737,the_knee,1371,KNEE
1738,the_knee,1371,KNEE
1739,the_knee,1371,KNEE
1740,the_knee,1371,KNEE
1741,the_knee,1371,KNEE
1742,the_knee,1371,KNEE
1743,the_knee,1371,KNEE
1744,the_knee,1371,KNEE
1745,the_knee,1371,KNEE
1746,the_knee,1371,KNEE
1747,the_leaf_ascertainment,,
1748,the_leaf,628,LEAF
1749,the_leaf,628,LEAF
1750,the_leaf,628,LEAF
1751,the_leaf,628,LEAF
1752,the_leaf,628,LEAF
1753,the_leaf,628,LEAF
1754,the_leaf,628,LEAF
1755,the_leaf,628,LEAF
1756,the_leaf,628,LEAF
1757,the_leaf,628,LEAF
1758,the_leaf,628,LEAF
1759,the_leaf,628,LEAF
1760,the_leaf,628,LEAF
1761,the_leaf,628,LEAF
1762,the_leaf,628,LEAF
1763,the_leaf,628,LEAF
1764,the_leaf,628,LEAF
1765,the_leaf,628,LEAF
1766,the_leaf,628,LEAF
1767,the_leaf,628,LEAF
1768,the_leaf,628,LEAF
1769,the_leaf,628,LEAF
1770,the_lip_the_lips_ascertainment,,
1771,the_lip_the_lips,478,LIP
1772,the_lip_the_lips,478,LIP
1773,the_lip_the_lips,478,LIP
1774,the_lip_the_lips,478,LIP
1775,the_lip_the_lips,478,LIP
1776,the_lip_the_lips,478,LIP
1777,the_lip_the_lips,478,LIP
1778,the_lip_the_lips,478,LIP
1779,the_lip_the_lips,478,LIP
1780,the_lip_the_lips,478,LIP
1781,the_lip_the_lips,478,LIP
1782,the_lip_the_lips,478,LIP
1783,the_lip_the_lips,478,LIP
1784,the_lip_the_lips,478,LIP
1785,the_lip_the_lips,478,LIP
1786,the_lip_the_lips,478,LIP
1787,the_lip_the_lips,478,LIP
1788,the_lip_the_lips,478,LIP
1789,the_lip_the_lips,478,LIP
1790,the_lip_the_lips,478,LIP
1791,the_lip_the_lips,478,LIP
1792,the_lip_the_lips,478,LIP
1793,the_liver_ascertainment,,
1794,the_liver,1224,LIVER
1795,the_liver,1224,LIVER
1796,the_liver,1224,LIVER
1797,the_liver,1224,LIVER
1798,the_liver,1224,LIVER
1799,the_liver,1224,LIVER
1800,the_liver,1224,LIVER
1801,the_liver,1224,LIVER
1802,the_liver,1224,LIVER
1803,the_liver,1224,LIVER
1804,the_louse_ascertainment,,
1805,the_louse,1392,LOUSE
1806,the_louse,1392,LOUSE
1807,the_louse,1392,LOUSE
1808,the_louse,1392,LOUSE
1809,the_louse,1392,LOUSE
1810,the_lung_ascertainment,,
1811,the_lung,688,LUNG
1812,the_lung,688,LUNG
1813,the_lung,688,LUNG
1814,the_lung,688,LUNG
1815,the_lung,688,LUNG
1816,the_lung,688,LUNG
1817,the_lung,688,LUNG
1818,the_lung,688,LUNG
1819,the_lung,688,LUNG
1820,the_lung,688,LUNG
1821,the_lung,688,LUNG
1822,the_lung,688,LUNG
1823,the_lung,688,LUNG
1824,the_lung,688,LUNG
1825,the_lung,688,LUNG
1826,the_lung,688,LUNG
1827,the_lung,688,LUNG
1828,the_lung,688,LUNG
1829,the_lung,688,LUNG
1830,the_lung,688,LUNG
1831,the_lung,688,LUNG
1832,the_lung,688,LUNG
1833,the_man_male_human_ascertainment,,
1834,the_man_male_human,2106,MALE PERSON
1835,the_man_male_human,2106,MALE PERSON
1836,the_man_male_human,2106,MALE PERSON
1837,the_man_male_human,2106,MALE PERSON
1838,the_man_male_human,2106,MALE PERSON
1839,the_man_male_human,2106,MALE PERSON
1840,the_man_male_human,2106,MALE PERSON
1841,the_man_male_human,2106,MALE PERSON
1842,the_man_male_human,2106,MALE PERSON
1843,the_man_male_human,2106,MALE PERSON
1844,the_man_male_human,2106,MALE PERSON
1845,the_man_male_human,2106,MALE PERSON
1846,the_man_male_human,2106,MALE PERSON
1847,the_man_male_human,2106,MALE PERSON
1848,the_man_male_human,2106,MALE PERSON
1849,the_man_male_human,2106,MALE PERSON
1850,the_man_male_human,2106,MALE PERSON
1851,the_man_male_human,2106,MALE PERSON
1852,the_man_male_human,2106,MALE PERSON
1853,the_man_male_human,2106,MALE PERSON
1854,the_man_male_human,2106,MALE PERSON
1855,the_man_male_human,2106,MALE PERSON
1856,the_man_male_human,2106,MALE PERSON
1857,the_man_male_human,2106,MALE PERSON
1858,the_man_male_human,2106,MALE PERSON
1859,the_man_male_human,2106,MALE PERSON
1860,the_man_male_human,2106,MALE PERSON
1861,the_man_male_human,2106,MALE PERSON
1862,the_man_male_human,2106,MALE PERSON
1863,the_man_male_human,2106,MALE PERSON
1864,the_meat_ascertainment,,
1865,the_meat,634,MEAT
1866,the_meat,634,MEAT
1867,the_meat,634,MEAT
1868,the_meat,634,MEAT
1869,the_meat,634,MEAT
1870,the_meat,634,MEAT
1871,the_meat,634,MEAT
1872,the_meat,634,MEAT
1873,the_meat,634,MEAT
1874,the_meat,634,MEAT
1875,the_meat,634,MEAT
1876,the_meat,634,MEAT
1877,the_meat,634,MEAT
1878,the_moon_ascertainment,,
1879,the_moon,1313,MOON
1880,the_moon,1313,MOON
1881,the_moon,1313,MOON
1882,the_moon,1313,MOON
1883,the_moon,1313,MOON
1884,the_moon,1313,MOON
1885,the_mountain_ascertainment,,
1886,the_mountain,639,MOUNTAIN
1887,the_mountain,639,MOUNTAIN
1888,the_mountain,639,MOUNTAIN
1889,the_mountain,639,MOUNTAIN
1890,the_mountain,639,MOUNTAIN
1891,the_mountain,639,MOUNTAIN
1892,the_mountain,639,MOUNTAIN
1893,the_mountain,639,MOUNTAIN
1894,the_mountain,639,MOUNTAIN
1895,the_mountain,639,MOUNTAIN
1896,the_mountain,639,MOUNTAIN
1897,the_mountain,639,MOUNTAIN
1898,the_mountain,639,MOUNTAIN
1899,the_mountain,639,MOUNTAIN
1900,the_mountain,639,MOUNTAIN
1901,the_mountain,639,MOUNTAIN
1902,the_mountain,639,MOUNTAIN
1903,the_mountain,639,MOUNTAIN
1904,the_mountain,639,MOUNTAIN
1905,the_mountain,639,MOUNTAIN
1906,the_mountain,639,MOUNTAIN
1907,the_mountain,639,MOUNTAIN
1908,the_mountain,639,MOUNTAIN
1909,the_mountain,639,MOUNTAIN
1910,the_mountain,639,MOUNTAIN
1911,the_mountain,639,MOUNTAIN
1912,the_mountain,639,MOUNTAIN
1913,the_mountain,639,MOUNTAIN
1914,the_mountain,639,MOUNTAIN
1915,the_mountain,639,MOUNTAIN
1916,the_mountain,639,MOUNTAIN
1917,the_mountain,639,MOUNTAIN
1918,the_mountain,639,MOUNTAIN
1919,the_mountain,639,MOUNTAIN
1920,the_mountain,639,MOUNTAIN
1921,the_mountain,639,MOUNTAIN
1922,the_mountain,639,MOUNTAIN
1923,the_mouse_or_rat_ascertainment,,
1924,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1925,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1926,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1927,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1928,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1929,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1930,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1931,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1932,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1933,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1934,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1935,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1936,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1937,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1938,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1939,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1940,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1941,the_mouse_or_rat,2139,MUROID (MOUSE OR RAT)
1942,the_mouth_ascertainment,,
1943,the_mouth,674,MOUTH
1944,the_mouth,674,MOUTH
1945,the_mouth,674,MOUTH
1946,the_mouth,674,MOUTH
1947,the_mouth,674,MOUTH
1948,the_mouth,674,MOUTH
1949,the_mouth,674,MOUTH
1950,the_mouth,674,MOUTH
1951,the_mouth,674,MOUTH
1952,the_mouth,674,MOUTH
1953,the_mouth,674,MOUTH
1954,the_mouth,674,MOUTH
1955,the_mouth,674,MOUTH
1956,the_mouth,674,MOUTH
1957,the_mouth,674,MOUTH
1958,the_mouth,674,MOUTH
1959,the_mouth,674,MOUTH
1960,the_mouth,674,MOUTH
1961,the_mouth,674,MOUTH
1962,the_mouth,674,MOUTH
1963,the_mouth,674,MOUTH
1964,the_mouth,674,MOUTH
1965,the_mouth,674,MOUTH
1966,the_mouth,674,MOUTH
1967,the_mouth,674,MOUTH
1968,the_mouth,674,MOUTH
1969,the_mouth,674,MOUTH
1970,the_mouth,674,MOUTH
1971,the_mouth,674,MOUTH
1972,the_mud_ascertainment,,
1973,the_mud,640,MUD
1974,the_mud,640,MUD
1975,the_mud,640,MUD
1976,the_mud,640,MUD
1977,the_mud,640,MUD
1978,the_mud,640,MUD
1979,the_mud,640,MUD
1980,the_mud,640,MUD
1981,the_mud,640,MUD
1982,the_mud,640,MUD
1983,the_mud,640,MUD
1984,the_mud,640,MUD
1985,the_mud,640,MUD
1986,the_mud,640,MUD
1987,the_mud,640,MUD
1988,the_mud,640,MUD
1989,the_mud,640,MUD
1990,the_mud,640,MUD
1991,the_mud,640,MUD
1992,the_mud,640,MUD
1993,the_mud,640,MUD
1994,the_mud,640,MUD
1995,the_mud,640,MUD
1996,the_mud,640,MUD
1997,the_mud,640,MUD
1998,the_mud,640,MUD
1999,the_mud,640,MUD
2000,the_mud,640,MUD
2001,the_mud,640,MUD
2002,the_mud,640,MUD
2003,the_mud,640,MUD
2004,the_mud,640,MUD
2005,the_nail_fingernail_or_claw_ascertainment,,
2006,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2007,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2008,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2009,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2010,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2011,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2012,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2013,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2014,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2015,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2016,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2017,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2018,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2019,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2020,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2021,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2022,the_nail_fingernail_or_claw,2128,CLAW OR NAIL
2023,the_name_ascertainment,,
2024,the_name,1405,NAME
2025,the_neck_ascertainment,,
2026,the_neck,1333,NECK
2027,the_neck,1333,NECK
2028,the_neck,1333,NECK
2029,the_neck,1333,NECK
2030,the_neck,1333,NECK
2031,the_neck,1333,NECK
2032,the_neck,1333,NECK
2033,the_neck,1333,NECK
2034,the_neck,1333,NECK
2035,the_neck,1333,NECK
2036,the_neck,1333,NECK
2037,the_neck,1333,NECK
2038,the_neck,1333,NECK
2039,the_neck,1333,NECK
2040,the_neck,1333,NECK
2041,the_neck,1333,NECK
2042,the_neck,1333,NECK
2043,the_neck,1333,NECK
2044,the_neck,1333,NECK
2045,the_neck,1333,NECK
2046,the_neck,1333,NECK
2047,the_neck,1333,NECK
2048,the_neck,1333,NECK
2049,the_neck,1333,NECK
2050,the_needle_for_sewing_ascertainment,,
2051,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2052,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2053,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2054,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2055,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2056,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2057,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2058,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2059,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2060,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2061,the_needle_for_sewing,1382,NEEDLE (FOR SEWING)
2062,the_nose_ascertainment,,
2063,the_nose,1221,NOSE
2064,the_nose,1221,NOSE
2065,the_nose,1221,NOSE
2066,the_nose,1221,NOSE
2067,the_nose,1221,NOSE
2068,the_nose,1221,NOSE
2069,the_nose,1221,NOSE
2070,the_nose,1221,NOSE
2071,the_nose,1221,NOSE
2072,the_nose,1221,NOSE
2073,the_pig_ascertainment,,
2074,the_pig,1337,PIG
2075,the_pig,1337,PIG
2076,the_pig,1337,PIG
2077,the_pig,1337,PIG
2078,the_pig,1337,PIG
2079,the_pig,1337,PIG
2080,the_pig,1337,PIG
2081,the_pig,1337,PIG
2082,the_pig,1337,PIG
2083,the_rain_ascertainment,,
2084,the_rain,658,RAIN (PRECIPITATION)
2085,the_rain,658,RAIN (PRECIPITATION)
2086,the_rain,658,RAIN (PRECIPITATION)
2087,the_rain,658,RAIN (PRECIPITATION)
2088,the_rain,658,RAIN (PRECIPITATION)
2089,the_rain,658,RAIN (PRECIPITATION)
2090,the_rain,658,RAIN (PRECIPITATION)
2091,the_rain,658,RAIN (PRECIPITATION)
2092,the_rain,658,RAIN (PRECIPITATION)
2093,the_rain,658,RAIN (PRECIPITATION)
2094,the_rain,658,RAIN (PRECIPITATION)
2095,the_rain,658,RAIN (PRECIPITATION)
2096,the_rain,658,RAIN (PRECIPITATION)
2097,the_rain,658,RAIN (PRECIPITATION)
2098,the_road_ascertainment,,
2099,the_road,667,ROAD
2100,the_road,667,ROAD
2101,the_road,667,ROAD
2102,the_road,667,ROAD
2103,the_road,667,ROAD
2104,the_road,667,ROAD
2105,the_road,667,ROAD
2106,the_road,667,ROAD
2107,the_road,667,ROAD
2108,the_road,667,ROAD
2109,the_road,667,ROAD
2110,the_road,667,ROAD
2111,the_road,667,ROAD
2112,the_road,667,ROAD
2113,the_road,667,ROAD
2114,the_road,667,ROAD
2115,the_root_ascertainment,,
2116,the_root,670,ROOT
2117,the_root,670,ROOT
2118,the_root,670,ROOT
2119,the_root,670,ROOT
2120,the_root,670,ROOT
2121,the_root,670,ROOT
2122,the_root,670,ROOT
2123,the_root,670,ROOT
2124,the_root,670,ROOT
2125,the_root,670,ROOT
2126,the_root,670,ROOT
2127,the_root,670,ROOT
2128,the_root,670,ROOT
2129,the_root,670,ROOT
2130,the_root,670,ROOT
2131,the_root,670,ROOT
2132,the_root,670,ROOT
2133,the_root,670,ROOT
2134,the_root,670,ROOT
2135,the_root,670,ROOT
2136,the_root,670,ROOT
2137,the_root,670,ROOT
2138,the_root,670,ROOT
2139,the_root,670,ROOT
2140,the_root,670,ROOT
2141,the_root,670,ROOT
2142,the_root,670,ROOT
2143,the_root,670,ROOT
2144,the_rope_ascertainment,,
2145,the_rope,1218,ROPE
2146,the_rope,1218,ROPE
2147,the_rope,1218,ROPE
2148,the_rope,1218,ROPE
2149,the_rope,1218,ROPE
2150,the_rope,1218,ROPE
2151,the_rope,1218,ROPE
2152,the_rope,1218,ROPE
2153,the_rope,1218,ROPE
2154,the_rope,1218,ROPE
2155,the_rope,1218,ROPE
2156,the_rope,1218,ROPE
2157,the_rope,1218,ROPE
2158,the_rope,1218,ROPE
2159,the_rope,1218,ROPE
2160,the_rope,1218,ROPE
2161,the_rope,1218,ROPE
2162,the_rope,1218,ROPE
2163,the_rope,1218,ROPE
2164,the_rope,1218,ROPE
2165,the_rope,1218,ROPE
2166,the_rope,1218,ROPE
2167,the_rope,1218,ROPE
2168,the_rope,1218,ROPE
2169,the_rope,1218,ROPE
2170,the_rope,1218,ROPE
2171,the_salt_ascertainment,,
2172,the_salt,1274,SALT
2173,the_salt,1274,SALT
2174,the_salt,1274,SALT
2175,the_salt,1274,SALT
2176,the_salt,1274,SALT
2177,the_salt,1274,SALT
2178,the_salt,1274,SALT
2179,the_salt,1274,SALT
2180,the_salt,1274,SALT
2181,the_salt,1274,SALT
2182,the_salt,1274,SALT
2183,the_salt,1274,SALT
2184,the_salt,1274,SALT
2185,the_salt,1274,SALT
2186,the_salt,1274,SALT
2187,the_salt,1274,SALT
2188,the_sand_ascertainment,,
2189,the_sand,671,SAND
2190,the_sand,671,SAND
2191,the_sand,671,SAND
2192,the_sand,671,SAND
2193,the_sand,671,SAND
2194,the_sand,671,SAND
2195,the_sand,671,SAND
2196,the_sand,671,SAND
2197,the_sand,671,SAND
2198,the_sand,671,SAND
2199,the_sand,671,SAND
2200,the_sand,671,SAND
2201,the_sand,671,SAND
2202,the_sand,671,SAND
2203,the_sand,671,SAND
2204,the_sand,671,SAND
2205,the_sand,671,SAND
2206,the_seed_ascertainment,,
2207,the_seed,714,SEED
2208,the_seed,714,SEED
2209,the_seed,714,SEED
2210,the_seed,714,SEED
2211,the_seed,714,SEED
2212,the_seed,714,SEED
2213,the_seed,714,SEED
2214,the_seed,714,SEED
2215,the_seed,714,SEED
2216,the_seed,714,SEED
2217,the_seed,714,SEED
2218,the_seed,714,SEED
2219,the_seed,714,SEED
2220,the_seed,714,SEED
2221,the_seed,714,SEED
2222,the_seed,714,SEED
2223,the_seed,714,SEED
2224,the_seed,714,SEED
2225,the_shit_ascertainment,,
2226,the_shit,676,SHIT (DEFECATE)
2227,the_shit,676,SHIT (DEFECATE)
2228,the_shit,676,SHIT (DEFECATE)
2229,the_shit,676,SHIT (DEFECATE)
2230,the_shit,676,SHIT (DEFECATE)
2231,the_shit,676,SHIT (DEFECATE)
2232,the_shit,676,SHIT (DEFECATE)
2233,the_shit,676,SHIT (DEFECATE)
2234,the_shit,676,SHIT (DEFECATE)
2235,the_shit,676,SHIT (DEFECATE)
2236,the_shit,676,SHIT (DEFECATE)
2237,the_shit,676,SHIT (DEFECATE)
2238,the_shit,676,SHIT (DEFECATE)
2239,the_shit,676,SHIT (DEFECATE)
2240,the_shoulder_ascertainment,,
2241,the_shoulder,1482,SHOULDER
2242,the_shoulder,1482,SHOULDER
2243,the_shoulder,1482,SHOULDER
2244,the_shoulder,1482,SHOULDER
2245,the_shoulder,1482,SHOULDER
2246,the_shoulder,1482,SHOULDER
2247,the_shoulder,1482,SHOULDER
2248,the_shoulder,1482,SHOULDER
2249,the_shoulder,1482,SHOULDER
2250,the_shoulder,1482,SHOULDER
2251,the_shoulder,1482,SHOULDER
2252,the_shoulder,1482,SHOULDER
2253,the_shoulder,1482,SHOULDER
2254,the_shoulder,1482,SHOULDER
2255,the_shoulder,1482,SHOULDER
2256,the_shoulder,1482,SHOULDER
2257,the_shoulder,1482,SHOULDER
2258,the_shoulder,1482,SHOULDER
2259,the_shoulder,1482,SHOULDER
2260,the_shoulder,1482,SHOULDER
2261,the_shoulder,1482,SHOULDER
2262,the_shoulder,1482,SHOULDER
2263,the_skin_ascertainment,,
2264,the_skin,763,SKIN
2265,the_skin,763,SKIN
2266,the_skin,763,SKIN
2267,the_skin,763,SKIN
2268,the_skin,763,SKIN
2269,the_skin,763,SKIN
2270,the_skin,763,SKIN
2271,the_skin,763,SKIN
2272,the_skin,763,SKIN
2273,the_skin,763,SKIN
2274,the_skin,763,SKIN
2275,the_skin,763,SKIN
2276,the_skin,763,SKIN
2277,the_skin,763,SKIN
2278,the_skin,763,SKIN
2279,the_skin,763,SKIN
2280,the_skin,763,SKIN
2281,the_skin,763,SKIN
2282,the_sky_ascertainment,,
2283,the_sky,1732,SKY
2284,the_sky,1732,SKY
2285,the_sky,1732,SKY
2286,the_sky,1732,SKY
2287,the_sky,1732,SKY
2288,the_sky,1732,SKY
2289,the_sky,1732,SKY
2290,the_sky,1732,SKY
2291,the_sky,1732,SKY
2292,the_sky,1732,SKY
2293,the_sky,1732,SKY
2294,the_sky,1732,SKY
2295,the_sky,1732,SKY
2296,the_sky,1732,SKY
2297,the_sky,1732,SKY
2298,the_sky,1732,SKY
2299,the_sky,1732,SKY
2300,the_sky,1732,SKY
2301,the_sky,1732,SKY
2302,the_smoke_ascertainment,,
2303,the_smoke,778,SMOKE (EXHAUST)
2304,the_smoke,778,SMOKE (EXHAUST)
2305,the_smoke,778,SMOKE (EXHAUST)
2306,the_smoke,778,SMOKE (EXHAUST)
2307,the_smoke,778,SMOKE (EXHAUST)
2308,the_smoke,778,SMOKE (EXHAUST)
2309,the_smoke,778,SMOKE (EXHAUST)
2310,the_smoke,778,SMOKE (EXHAUST)
2311,the_snake_ascertainment,,
2312,the_snake,730,SNAKE
2313,the_snake,730,SNAKE
2314,the_snake,730,SNAKE
2315,the_snake,730,SNAKE
2316,the_snake,730,SNAKE
2317,the_snake,730,SNAKE
2318,the_snake,730,SNAKE
2319,the_snow_ascertainment,,
2320,the_snow,784,SNOW
2321,the_snow,784,SNOW
2322,the_snow,784,SNOW
2323,the_snow,784,SNOW
2324,the_snow,784,SNOW
2325,the_snow,784,SNOW
2326,the_snow,784,SNOW
2327,the_snow,784,SNOW
2328,the_snow,784,SNOW
2329,the_snow,784,SNOW
2330,the_snow,784,SNOW
2331,the_snow,784,SNOW
2332,the_snow,784,SNOW
2333,the_snow,784,SNOW
2334,the_snow,784,SNOW
2335,the_snow,784,SNOW
2336,the_snow,784,SNOW
2337,the_snow,784,SNOW
2338,the_snow,784,SNOW
2339,the_snow,784,SNOW
